id,lat,lon,time,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation_probability,rain,showers,snowfall,snow_depth,windspeed_10m,windspeed_80m,windspeed_120m,windspeed_180m,winddirection_10m,winddirection_80m,winddirection_120m,winddirection_180m,windgusts_10m,temperature_80m,temperature_120m,temperature_180m,visibility
point1,30.202869,-97.664215,2025-10-19T16:00,42,10.1,19.7,0,0.0,0.0,0.0,0.0,27.7,33.9,38.4,35.3,18,19,32,26,40.0,21.5,21.3,18.6,42800.0
point2,30.20113,-97.660988,2025-10-19T17:00,34,8.7,22.6,0,0.0,0.0,0.0,0.0,23.6,27.8,34.3,31.6,21,21,38,29,37.4,23.1,22.8,20.0,52800.0
point3,30.199169,-97.662041,2025-10-19T17:00,34,8.7,22.6,0,0.0,0.0,0.0,0.0,23.6,27.8,34.3,31.6,21,21,38,29,37.4,23.1,22.8,20.1,52800.0
point4,30.193142,-97.659737,2025-10-19T17:00,34,8.7,22.6,0,0.0,0.0,0.0,0.0,23.6,27.8,34.3,31.6,21,21,38,29,37.4,23.2,22.9,20.1,52800.0
point5,30.186882,-97.659569,2025-10-19T17:00,34,8.7,22.7,0,0.0,0.0,0.0,0.0,23.6,27.8,34.3,31.9,21,21,38,27,37.4,23.2,22.9,20.2,52800.0
point6,30.18063,-97.659409,2025-10-19T17:00,34,8.7,22.7,0,0.0,0.0,0.0,0.0,23.6,27.8,34.3,31.9,21,21,38,27,37.4,23.2,22.9,20.2,52800.0
point7,30.190941,-97.657578,2025-10-19T17:00,34,8.7,22.6,0,0.0,0.0,0.0,0.0,23.6,27.8,34.3,31.6,21,21,38,29,37.4,23.2,22.9,20.1,52800.0
point8,30.234879,-97.645409,2025-10-19T17:00,36,9.6,23.2,0,0.0,0.0,0.0,0.0,21.7,25.5,34.3,31.6,19,19,38,29,33.8,23.3,23.0,20.2,50300.0
point9,30.253275,-97.597374,2025-10-19T17:00,34,8.4,22.3,0,0.0,0.0,0.0,0.0,22.7,27.1,37.0,31.6,25,25,37,29,35.6,23.5,23.2,20.1,54800.0
point10,30.328033,-97.210152,2025-10-19T17:00,35,9.0,23.3,0,0.0,0.0,0.0,0.0,19.6,24.0,38.2,36.4,17,19,38,25,31.3,23.5,23.2,19.5,54400.0
point11,30.309906,-96.382683,2025-10-19T17:00,48,14.2,25.5,0,0.0,0.0,0.0,0.0,18.1,22.6,38.0,29.5,13,17,35,20,26.6,23.2,23.0,20.9,39600.0
point12,30.327209,-96.000366,2025-10-19T17:00,45,13.5,25.2,0,0.0,0.0,0.0,0.0,20.9,25.3,35.3,28.6,21,23,34,21,30.2,23.6,23.4,21.3,41400.0
point13,31.087418,-94.834358,2025-10-19T17:00,61,15.0,23.6,0,0.0,0.0,0.0,0.0,12.3,19.1,27.9,22.6,7,11,27,22,23.8,22.9,22.6,19.1,30900.0
point14,31.955154,-93.939865,2025-10-19T18:00,46,10.6,22.8,0,0.0,0.0,0.0,0.0,10.3,13.8,23.1,17.4,12,15,14,7,24.1,20.8,20.6,18.3,43500.0
point15,33.208145,-92.673248,2025-10-19T18:00,39,6.2,18.6,0,0.0,0.0,0.0,0.0,15.3,19.8,22.1,18.5,341,344,356,353,26.6,19.6,19.4,16.8,51200.0
point16,34.182724,-91.316681,2025-10-19T18:00,50,8.9,17.5,0,0.0,0.0,0.0,0.0,19.7,22.5,29.2,24.1,329,328,339,343,29.5,18.1,17.9,15.7,40200.0
point17,34.855774,-90.266869,2025-10-19T18:00,48,7.0,14.6,0,0.0,0.0,0.0,0.0,25.5,29.5,34.1,28.5,324,322,330,332,35.3,17.2,17.0,15.1,42100.0
point18,36.006912,-89.161263,2025-10-19T18:00,39,4.1,14.2,0,0.0,0.0,0.0,0.0,24.7,35.5,40.3,36.1,304,305,312,309,42.1,16.4,16.2,14.0,51400.0
point19,37.250729,-87.918152,2025-10-19T19:00,47,5.5,12.2,0,0.0,0.0,0.0,0.0,27.3,41.0,45.9,46.4,291,293,300,301,47.2,15.5,15.3,13.6,42700.0
point20,38.390396,-86.441719,2025-10-19T19:00,80,8.2,7.9,35,0.4,0.0,0.0,0.0,21.5,35.0,30.3,44.1,284,287,294,292,51.1,9.2,9.1,8.5,19300.0
point21,39.291626,-85.220764,2025-10-19T19:00,88,8.4,5.9,51,0.6,0.0,0.0,0.0,27.2,39.7,52.2,56.6,263,266,287,290,51.8,8.2,8.1,7.8,14800.0
point22,39.888237,-84.948975,2025-10-19T19:00,92,8.4,4.3,39,0.0,0.0,0.0,0.0,33.1,46.9,45.7,50.6,262,267,288,286,55.8,8.7,8.5,8.3,13200.0
point23,39.978924,-84.849594,2025-10-19T19:00,95,8.5,3.8,36,0.2,0.0,0.0,0.0,34.6,47.9,48.6,47.0,268,271,297,283,55.8,9.3,9.1,8.7,12400.0
point24,40.684662,-83.435059,2025-10-19T19:00,89,11.8,10.4,53,0.6,0.0,0.0,0.0,26.0,35.2,47.3,47.6,229,233,253,273,41.0,11.8,11.6,11.4,14800.0
point25,41.515457,-81.509506,2025-10-19T19:00,93,13.9,14.3,94,2.4,0.0,0.0,0.0,13.8,24.1,32.2,41.2,229,231,235,230,32.0,13.2,13.0,13.7,12300.0
point26,42.068001,-79.429298,2025-10-19T20:00,89,15.1,15.4,82,1.0,0.0,0.0,0.0,21.7,38.5,52.9,51.5,192,197,180,187,53.6,14.4,14.3,15.0,14700.0
point27,42.369705,-77.219193,2025-10-19T20:00,67,11.6,13.2,0,0.0,0.0,0.0,0.0,35.2,57.6,58.8,71.3,160,162,169,174,69.5,18.0,17.8,16.8,24000.0
point28,42.639336,-74.887665,2025-10-19T20:00,62,12.7,17.3,0,0.0,0.0,0.0,0.0,26.1,43.6,52.3,57.8,156,155,162,172,52.9,19.1,18.9,18.0,27800.0
point29,42.688915,-72.669518,2025-10-19T20:00,58,10.6,16.7,0,0.0,0.0,0.0,0.0,17.1,29.6,32.7,40.6,150,153,171,165,36.4,18.3,18.1,15.2,31500.0
point30,42.498734,-71.343651,2025-10-19T20:00,61,11.7,17.7,0,0.0,0.0,0.0,0.0,15.5,24.4,27.9,31.6,144,149,179,169,25.2,18.3,18.1,16.2,29000.0
point31,42.478218,-71.110161,2025-10-19T20:00,53,10.1,17.7,0,0.0,0.0,0.0,0.0,15.2,22.8,26.1,29.8,158,162,182,172,23.8,18.5,18.3,16.6,35500.0
point32,42.526657,-71.04615,2025-10-19T20:00,58,11.3,18.2,0,0.0,0.0,0.0,0.0,13.5,20.3,26.1,28.7,151,157,182,168,22.0,18.6,18.4,16.4,30500.0
point33,42.641235,-70.989471,2025-10-19T20:00,63,12.0,17.8,0,0.0,0.0,0.0,0.0,14.4,20.4,22.5,28.9,127,135,165,169,22.7,18.5,18.3,16.6,26600.0
point34,42.673832,-70.94268,2025-10-19T20:00,70,12.7,17.0,0,0.0,0.0,0.0,0.0,14.6,22.2,22.5,28.9,130,137,165,169,25.6,18.4,18.2,16.5,22300.0
point35,42.64769,-70.902824,2025-10-19T20:00,69,12.2,16.4,0,0.0,0.0,0.0,0.0,14.8,22.4,22.5,32.8,129,136,165,163,26.3,18.4,18.2,15.4,22700.0
point36,42.591293,-70.896461,2025-10-19T20:00,71,12.2,16.0,0,0.0,0.0,0.0,0.0,15.3,22.7,26.1,32.8,129,136,182,163,25.9,18.5,18.3,15.4,22600.0
point37,42.525238,-70.927414,2025-10-19T21:00,63,10.5,15.6,0,0.0,0.0,0.0,0.0,14.3,21.7,27.9,31.8,137,144,178,175,28.1,17.8,17.6,15.5,27900.0
point38,42.416794,-70.979919,2025-10-19T21:00,51,7.5,15.1,0,0.0,0.0,0.0,0.0,14.4,24.3,27.9,31.8,143,151,178,175,25.9,17.8,17.7,15.5,38600.0
point39,42.348129,-71.003326,2025-10-19T21:00,47,7.1,15.7,0,0.0,0.0,0.0,0.0,14.9,22.6,27.6,31.8,148,155,177,175,24.8,17.2,17.0,15.5,41500.0
point40,42.32888,-70.953094,2025-10-19T21:00,59,7.1,11.7,0,0.0,0.0,0.0,0.0,18.5,26.1,27.6,31.8,147,156,177,175,27.0,17.2,17.0,15.5,31800.0
point41,42.345749,-70.895462,2025-10-19T21:00,67,9.1,12.2,0,0.0,0.0,0.0,0.0,18.6,25.3,27.6,32.2,139,150,177,174,27.0,17.2,17.0,15.0,26700.0
point42,42.429153,-70.843399,2025-10-19T21:00,76,10.5,11.2,0,0.0,0.0,0.0,0.0,25.0,31.8,30.6,32.2,134,142,177,174,31.7,16.6,16.5,15.0,20500.0
point43,42.506104,-70.820679,2025-10-19T21:00,81,11.2,10.5,0,0.0,0.0,0.0,0.0,29.8,38.3,30.6,31.8,135,140,177,175,38.5,16.6,16.5,15.5,18100.0
point44,42.539482,-70.882767,2025-10-19T21:00,76,12.0,13.8,0,0.0,0.0,0.0,0.0,20.6,30.1,27.9,31.8,133,138,178,175,30.2,17.8,17.7,15.5,19900.0
point45,42.522766,-70.926048,2025-10-19T21:00,63,10.5,15.6,0,0.0,0.0,0.0,0.0,14.3,21.7,27.9,31.8,137,144,178,175,28.1,17.8,17.6,15.5,27900.0
point46,42.464996,-70.956543,2025-10-19T21:00,51,7.9,15.4,0,0.0,0.0,0.0,0.0,15.0,25.3,27.9,32.3,145,152,178,173,27.0,17.7,17.6,16.0,37400.0
point47,42.380505,-70.997551,2025-10-19T21:00,47,7.1,15.7,0,0.0,0.0,0.0,0.0,14.9,22.6,27.9,31.8,148,155,178,175,24.8,17.8,17.7,15.5,41500.0
point48,42.358334,-71.010742,2025-10-19T21:00,47,7.1,15.7,0,0.0,0.0,0.0,0.0,14.9,22.6,27.6,31.8,148,155,177,175,24.8,17.2,17.0,15.5,41500.0
point49,42.359009,-71.016922,2025-10-19T21:00,47,7.1,15.7,0,0.0,0.0,0.0,0.0,14.9,22.6,27.6,31.8,148,155,177,175,24.8,17.2,17.0,15.5,41500.0
point50,42.362274,-71.024384,2025-10-19T21:00,47,7.0,15.6,0,0.0,0.0,0.0,0.0,14.9,22.6,27.6,31.8,148,155,177,175,24.8,17.1,16.9,15.5,41500.0
