time,lat,lon,precip_risk,vis_risk,wind_risk,fog_risk,snow_risk,severity_0_100,precip_intensity_norm_0_1,precip_probability_0_1
2025-10-14 12:00:00+00:00,25.798086,-80.284637,0.0,0.0,24.8,0.0,0.0,4.96,0.0,0.0
2025-10-14 13:00:00+00:00,25.799351,-80.288269,0.0,0.0,23.0,0.0,0.0,4.6,0.0,0.0
2025-10-14 14:00:00+00:00,25.799088,-80.294136,0.0,0.0,24.8,0.0,0.0,4.96,0.0,0.0
2025-10-14 14:00:00+00:00,25.800396,-80.301262,0.0,0.0,24.5,0.0,0.0,4.9,0.0,0.0
2025-10-14 14:00:00+00:00,25.800739,-80.248856,0.0,0.0,24.1,0.0,0.0,4.82,0.0,0.0
2025-10-14 14:00:00+00:00,25.779099,-80.20182,0.0,0.0,23.4,0.0,0.0,4.68,0.0,0.0
2025-10-14 14:00:00+00:00,25.750555,-80.088699,0.7,0.0,29.2,0.0,0.0,6.08,0.0,0.01
2025-10-14 14:00:00+00:00,25.848661,-79.96611,0.0,0.0,28.4,0.0,0.0,5.68,0.0,0.0
2025-10-14 14:00:00+00:00,26.375259,-79.430244,0.0,0.0,27.7,0.0,0.0,5.54,0.0,0.0
2025-10-14 14:00:00+00:00,26.779642,-79.115829,0.0,0.0,30.2,0.0,0.0,6.04,0.0,0.0
2025-10-14 14:00:00+00:00,27.913465,-78.939987,0.0,0.0,24.8,0.0,0.0,4.96,0.0,0.0
2025-10-14 14:00:00+00:00,29.358194,-78.706512,0.0,0.0,24.5,12.5,0.0,6.78,0.0,0.0
2025-10-14 15:00:00+00:00,36.676758,-76.15683,4.2,0.0,53.6,100.0,0.0,27.19,0.0,0.06
2025-10-14 15:00:00+00:00,35.347595,-76.741272,0.7,0.0,40.3,100.0,0.0,23.3,0.0,0.01
2025-10-14 15:00:00+00:00,34.277668,-77.198067,0.0,0.0,38.9,100.0,0.0,22.78,0.0,0.0
2025-10-14 15:00:00+00:00,34.198532,-77.260551,0.0,0.0,42.8,100.0,0.0,23.56,0.0,0.0
2025-10-14 15:00:00+00:00,30.776941,-78.470123,0.0,0.0,29.2,25.0,0.0,9.59,0.0,0.0
2025-10-14 15:00:00+00:00,34.12698,-77.617493,0.0,0.0,42.1,100.0,0.0,23.42,0.0,0.0
2025-10-14 15:00:00+00:00,33.480556,-77.938301,0.0,0.0,39.2,100.0,0.0,22.84,0.0,0.0
2025-10-14 15:00:00+00:00,32.137756,-78.232407,0.0,0.0,29.9,67.5,0.0,16.1,0.0,0.0
2025-10-14 15:00:00+00:00,34.165524,-77.503395,0.0,0.0,42.1,100.0,0.0,23.42,0.0,0.0
2025-10-14 16:00:00+00:00,41.730728,-71.415352,2.8,98.0,44.6,100.0,0.0,49.4,0.0,0.04
2025-10-14 16:00:00+00:00,41.978394,-71.200645,9.1,0.0,40.7,100.0,0.0,26.32,0.0,0.13
2025-10-14 16:00:00+00:00,41.804516,-71.277824,7.0,0.0,44.3,100.0,0.0,26.31,0.0,0.1
2025-10-14 16:00:00+00:00,41.493347,-72.171371,0.7,0.0,41.0,100.0,0.0,23.44,0.0,0.01
2025-10-14 16:00:00+00:00,40.886227,-72.841164,0.7,0.0,38.2,100.0,0.0,22.88,0.0,0.01
2025-10-14 16:00:00+00:00,39.803654,-73.868164,0.7,0.0,43.2,100.0,0.0,23.88,0.0,0.01
2025-10-14 16:00:00+00:00,38.660797,-74.868904,0.7,0.0,34.9,100.0,0.0,22.22,0.0,0.01
2025-10-14 16:00:00+00:00,37.855774,-75.613228,0.0,0.0,33.5,100.0,0.0,21.7,0.0,0.0
2025-10-14 17:00:00+00:00,42.364975,-71.013474,11.9,98.0,37.1,100.0,0.0,51.08,0.0,0.17
2025-10-14 17:00:00+00:00,42.370079,-71.010948,10.5,98.0,37.8,100.0,0.0,50.74,0.0,0.15
2025-10-14 17:00:00+00:00,42.370251,-71.005043,10.5,98.0,37.8,100.0,0.0,50.74,0.0,0.15
2025-10-14 17:00:00+00:00,42.319103,-71.027252,13.3,98.0,35.6,100.0,0.0,51.28,0.0,0.19
2025-10-14 17:00:00+00:00,42.265709,-71.053055,13.3,68.0,35.3,100.0,0.0,43.72,0.0,0.19
2025-10-14 17:00:00+00:00,42.194641,-71.086784,11.2,74.0,40.3,100.0,0.0,45.48,0.0,0.16
2025-10-14 17:00:00+00:00,42.164505,-71.107094,10.5,74.0,41.8,100.0,0.0,45.54,0.0,0.15
2025-10-14 17:00:00+00:00,42.132156,-71.161316,9.8,74.0,41.8,100.0,0.0,45.29,0.0,0.14
2025-10-14 17:00:00+00:00,42.128937,-71.210953,8.4,74.0,41.0,100.0,0.0,44.64,0.0,0.12
2025-10-14 17:00:00+00:00,42.208191,-71.318932,7.7,74.0,35.3,100.0,0.0,43.26,0.0,0.11
2025-10-14 17:00:00+00:00,42.35947,-71.018806,11.9,98.0,37.1,100.0,0.0,51.08,0.0,0.17
2025-10-14 17:00:00+00:00,42.287167,-71.283897,8.4,74.0,36.4,100.0,0.0,43.72,0.0,0.12
