id,lat,lon,time,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation_probability,rain,showers,snowfall,snow_depth,windspeed_10m,windspeed_80m,windspeed_120m,windspeed_180m,winddirection_10m,winddirection_80m,winddirection_120m,winddirection_180m,windgusts_10m,temperature_80m,temperature_120m,temperature_180m,visibility
point1,32.890831,-97.035217,2025-10-14T00:00,34,12.3,28.8,,0.0,0.0,0.0,0.0,10.6,,,,136,,,,24.8,,,,
point2,32.894814,-97.03318,2025-10-14T01:00,37,12.7,28.2,,0.0,0.0,0.0,0.0,10.0,,,,139,,,,22.3,,,,
point3,32.904587,-97.033127,2025-10-14T01:00,38,12.8,27.9,,0.0,0.0,0.0,0.0,10.8,,,,137,,,,22.0,,,,
point4,32.912701,-97.032722,2025-10-14T01:00,38,12.8,27.9,,0.0,0.0,0.0,0.0,10.8,,,,137,,,,22.0,,,,
point5,32.896683,-97.030045,2025-10-14T01:00,37,12.7,28.2,,0.0,0.0,0.0,0.0,10.0,,,,139,,,,22.3,,,,
point6,32.843719,-97.022842,2025-10-14T01:00,37,12.7,28.2,,0.0,0.0,0.0,0.0,10.0,,,,139,,,,22.3,,,,
point7,32.780037,-96.982986,2025-10-14T01:00,38,13.0,28.1,,0.0,0.0,0.0,0.0,10.5,,,,128,,,,22.3,,,,
point8,32.76622,-96.923584,2025-10-14T01:00,38,13.0,28.1,,0.0,0.0,0.0,0.0,10.5,,,,128,,,,22.3,,,,
point9,32.794979,-96.874245,2025-10-14T01:00,39,13.0,27.4,,0.0,0.0,0.0,0.0,12.9,,,,123,,,,28.8,,,,
point10,32.934906,-96.861954,2025-10-14T01:00,38,13.0,27.5,,0.0,0.0,0.0,0.0,12.7,,,,128,,,,28.1,,,,
point11,33.475574,-96.806702,2025-10-14T01:00,44,13.5,25.9,,0.0,0.0,0.0,0.0,14.2,,,,129,,,,21.6,,,,
point12,34.168179,-96.343117,2025-10-14T01:00,53,15.6,25.6,,0.0,0.0,0.0,0.0,14.4,,,,108,,,,24.8,,,,
point13,35.307358,-95.247139,2025-10-14T01:00,67,17.5,25.0,,0.0,0.0,0.0,0.0,10.6,,,,58,,,,22.7,,,,
point14,36.332809,-94.007027,2025-10-14T01:00,89,18.5,22.1,,0.0,0.0,0.0,0.0,9.0,,,,57,,,,15.8,,,,
point15,37.363541,-92.616264,2025-10-14T02:00,90,17.9,21.6,,0.0,0.0,0.0,0.0,5.2,,,,25,,,,8.6,,,,
point16,38.379852,-91.183418,2025-10-14T02:00,88,18.3,22.5,,0.0,0.0,0.0,0.0,5.6,,,,318,,,,10.8,,,,
point17,38.865532,-90.437195,2025-10-14T02:00,78,16.3,21.5,,0.0,0.0,0.0,0.0,5.4,,,,86,,,,7.6,,,,
point18,39.028278,-89.419617,2025-10-14T02:00,72,12.9,17.9,,0.0,0.0,0.0,0.0,6.7,,,,96,,,,10.8,,,,
point19,39.259277,-87.916893,2025-10-14T02:00,61,8.9,15.1,,0.0,0.0,0.0,0.0,6.7,,,,3,,,,9.4,,,,
