id,lat,lon,time,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation_probability,rain,showers,snowfall,snow_depth,windspeed_10m,windspeed_80m,windspeed_120m,windspeed_180m,winddirection_10m,winddirection_80m,winddirection_120m,winddirection_180m,windgusts_10m,temperature_80m,temperature_120m,temperature_180m,visibility
point1,44.884048,-93.215111,2025-10-12T18:00,63,11.0,15.1,,0.0,0.0,0.0,0.0,22.0,,,,141,,,,47.5,,,,
point2,44.885456,-93.217506,2025-10-12T20:00,58,11.8,17.3,,0.0,0.0,0.0,0.0,24.3,,,,134,,,,52.6,,,,
point3,44.882412,-93.221497,2025-10-12T20:00,58,11.8,17.3,,0.0,0.0,0.0,0.0,24.3,,,,134,,,,52.6,,,,
point4,44.882652,-93.225258,2025-10-12T20:00,58,11.8,17.3,,0.0,0.0,0.0,0.0,24.3,,,,134,,,,52.6,,,,
point5,44.884838,-93.231728,2025-10-12T20:00,58,11.8,17.3,,0.0,0.0,0.0,0.0,24.3,,,,134,,,,52.6,,,,
point6,44.886391,-93.235809,2025-10-12T20:00,58,11.8,17.3,,0.0,0.0,0.0,0.0,24.3,,,,134,,,,52.6,,,,
point7,44.887741,-93.238976,2025-10-12T20:00,58,11.8,17.3,,0.0,0.0,0.0,0.0,24.3,,,,134,,,,52.6,,,,
point8,44.887402,-93.24218,2025-10-12T20:00,58,11.8,17.3,,0.0,0.0,0.0,0.0,24.3,,,,134,,,,52.6,,,,
point9,44.858669,-93.235275,2025-10-12T20:00,58,11.8,17.3,,0.0,0.0,0.0,0.0,24.3,,,,134,,,,52.6,,,,
point10,44.841522,-93.237045,2025-10-12T20:00,64,12.6,17.0,,0.0,0.0,0.0,0.0,23.4,,,,133,,,,48.2,,,,
point11,44.825989,-93.258453,2025-10-12T20:00,64,12.6,17.0,,0.0,0.0,0.0,0.0,23.4,,,,133,,,,48.2,,,,
point12,44.791214,-93.295113,2025-10-12T20:00,61,12.3,17.3,,0.0,0.0,0.0,0.0,23.1,,,,131,,,,47.2,,,,
point13,44.581421,-93.49411,2025-10-12T20:00,51,11.5,17.5,,0.0,0.0,0.0,0.0,34.5,,,,142,,,,57.6,,,,
point14,44.027477,-93.9403,2025-10-12T20:00,54,12.7,18.9,,0.0,0.0,0.0,0.0,30.2,,,,148,,,,62.3,,,,
point15,43.367691,-94.458687,2025-10-12T21:00,59,15.0,20.8,,0.0,0.0,0.0,0.0,28.8,,,,153,,,,54.4,,,,
point16,43.134155,-94.570061,2025-10-12T21:00,57,14.8,21.6,,0.0,0.0,0.0,0.0,25.7,,,,139,,,,50.4,,,,
point17,42.327347,-94.848343,2025-10-12T21:00,50,15.3,24.3,,0.0,0.0,0.0,0.0,26.4,,,,159,,,,52.9,,,,
point18,41.585129,-95.097778,2025-10-12T21:00,53,16.4,24.9,,0.0,0.0,0.0,0.0,27.8,,,,158,,,,50.4,,,,
point19,40.808159,-95.352654,2025-10-12T21:00,50,16.6,26.2,,0.0,0.0,0.0,0.0,27.2,,,,161,,,,52.9,,,,
point20,39.93074,-95.621758,2025-10-12T21:00,45,15.7,26.4,,0.0,0.0,0.0,0.0,29.9,,,,167,,,,53.3,,,,
point21,39.074879,-95.791077,2025-10-12T21:00,44,15.4,26.6,,0.0,0.0,0.0,0.0,27.5,,,,168,,,,53.3,,,,
point22,38.215118,-95.95681,2025-10-12T21:00,49,16.3,25.6,,0.0,0.0,0.0,0.0,31.2,,,,173,,,,52.6,,,,
point23,37.344635,-96.120728,2025-10-12T21:00,45,15.9,27.1,,0.0,0.0,0.0,0.0,27.3,,,,175,,,,47.5,,,,
point24,36.416466,-96.291252,2025-10-12T21:00,34,13.2,28.3,,0.0,0.0,0.0,0.0,24.0,,,,182,,,,47.2,,,,
point25,35.532898,-96.449829,2025-10-12T22:00,33,12.0,27.2,,0.0,0.0,0.0,0.0,22.8,,,,175,,,,46.1,,,,
point26,34.63765,-96.606934,2025-10-12T22:00,35,12.6,27.7,,0.0,0.0,0.0,0.0,17.8,,,,179,,,,37.1,,,,
point27,33.730728,-96.762657,2025-10-12T22:00,31,12.0,29.3,,0.0,0.0,0.0,0.0,17.4,,,,164,,,,31.0,,,,
point28,33.147354,-96.849869,2025-10-12T22:00,26,10.4,30.0,,0.0,0.0,0.0,0.0,15.7,,,,185,,,,36.0,,,,
point29,32.692337,-96.755714,2025-10-12T22:00,27,10.4,29.7,,0.0,0.0,0.0,0.0,15.5,,,,171,,,,36.0,,,,
point30,31.788803,-96.564774,2025-10-12T22:00,29,11.5,30.0,,0.0,0.0,0.0,0.0,16.7,,,,172,,,,30.2,,,,
point31,31.353287,-96.361572,2025-10-12T22:00,38,14.2,29.5,,0.0,0.0,0.0,0.0,12.6,,,,156,,,,22.7,,,,
point32,30.526537,-95.893448,2025-10-12T22:00,34,12.6,29.7,,0.0,0.0,0.0,0.0,9.9,,,,148,,,,23.8,,,,
point33,30.233505,-95.619186,2025-10-12T22:00,37,13.8,30.5,,0.0,0.0,0.0,0.0,5.4,,,,140,,,,16.2,,,,
point34,30.096115,-95.476631,2025-10-12T22:00,32,11.8,29.4,,0.0,0.0,0.0,0.0,10.8,,,,123,,,,27.4,,,,
point35,30.092623,-95.430595,2025-10-12T22:00,32,11.8,29.4,,0.0,0.0,0.0,0.0,10.8,,,,123,,,,27.4,,,,
point36,30.092651,-95.233643,2025-10-12T22:00,31,11.4,29.4,,0.0,0.0,0.0,0.0,8.0,,,,166,,,,26.6,,,,
point37,30.084961,-95.140579,2025-10-12T22:00,39,14.0,29.3,,0.0,0.0,0.0,0.0,8.8,,,,160,,,,18.0,,,,
point38,30.063354,-95.121948,2025-10-12T22:00,39,14.0,29.3,,0.0,0.0,0.0,0.0,8.8,,,,160,,,,18.0,,,,
point39,30.03511,-95.122536,2025-10-12T22:00,39,14.0,29.3,,0.0,0.0,0.0,0.0,8.8,,,,160,,,,18.0,,,,
point40,30.013962,-95.141975,2025-10-12T22:00,45,15.4,28.8,,0.0,0.0,0.0,0.0,10.8,,,,147,,,,20.5,,,,
point41,30.006968,-95.17247,2025-10-12T22:00,45,15.4,28.8,,0.0,0.0,0.0,0.0,10.8,,,,147,,,,20.5,,,,
point42,30.0072,-95.215317,2025-10-12T22:00,32,12.0,29.7,,0.0,0.0,0.0,0.0,7.6,,,,115,,,,20.9,,,,
point43,30.007141,-95.305748,2025-10-12T23:00,34,12.4,28.8,,0.0,0.0,0.0,0.0,10.9,,,,102,,,,24.5,,,,
point44,30.007013,-95.353127,2025-10-12T23:00,34,12.4,28.8,,0.0,0.0,0.0,0.0,10.9,,,,102,,,,24.5,,,,
point45,30.003838,-95.356537,2025-10-12T23:00,34,12.4,28.8,,0.0,0.0,0.0,0.0,10.9,,,,102,,,,24.5,,,,
point46,29.999996,-95.354904,2025-10-12T23:00,34,12.4,28.8,,0.0,0.0,0.0,0.0,10.9,,,,102,,,,24.5,,,,
point47,29.992901,-95.354858,2025-10-12T23:00,34,12.4,28.8,,0.0,0.0,0.0,0.0,10.9,,,,102,,,,24.5,,,,
point48,29.990891,-95.351227,2025-10-12T23:00,34,12.4,28.8,,0.0,0.0,0.0,0.0,10.9,,,,102,,,,24.5,,,,
point49,29.99021,-95.348328,2025-10-12T23:00,34,12.4,28.8,,0.0,0.0,0.0,0.0,10.9,,,,102,,,,24.5,,,,
point50,29.988689,-95.350632,2025-10-12T23:00,34,12.4,28.8,,0.0,0.0,0.0,0.0,10.9,,,,102,,,,24.5,,,,
