id,lat,lon,time,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation_probability,rain,showers,snowfall,snow_depth,windspeed_10m,windspeed_80m,windspeed_120m,windspeed_180m,winddirection_10m,winddirection_80m,winddirection_120m,winddirection_180m,windgusts_10m,temperature_80m,temperature_120m,temperature_180m,visibility
point1,42.367413,-71.014191,2026-01-04T12:00,81,-6.9,-8.5,,0.0,0.0,0.14,0.01,9.3,,,,342,,,,19.8,,,,
point2,42.366039,-71.012764,2026-01-04T14:00,77,-7.2,-8.2,,0.0,0.0,0.14,0.01,9.5,,,,346,,,,21.2,,,,
point3,42.36327,-71.013351,2026-01-04T14:00,77,-7.2,-8.2,,0.0,0.0,0.14,0.01,9.5,,,,346,,,,21.2,,,,
point4,42.360489,-71.014702,2026-01-04T14:00,77,-7.2,-8.2,,0.0,0.0,0.14,0.01,9.5,,,,346,,,,21.2,,,,
point5,42.357571,-71.016113,2026-01-04T14:00,77,-7.2,-8.2,,0.0,0.0,0.14,0.01,9.5,,,,346,,,,21.2,,,,
point6,42.35638,-71.018867,2026-01-04T14:00,77,-7.2,-8.2,,0.0,0.0,0.14,0.01,9.5,,,,346,,,,21.2,,,,
point7,42.35577,-71.017738,2026-01-04T15:00,71,-7.9,-8.0,,0.0,0.0,0.07,0.02,9.7,,,,335,,,,23.4,,,,
point8,42.354099,-71.016029,2026-01-04T15:00,71,-7.9,-8.0,,0.0,0.0,0.07,0.02,9.7,,,,335,,,,23.4,,,,
point9,42.354752,-71.013702,2026-01-04T15:00,71,-7.9,-8.0,,0.0,0.0,0.07,0.02,9.7,,,,335,,,,23.4,,,,
point10,42.356232,-71.010162,2026-01-04T15:00,71,-7.9,-8.0,,0.0,0.0,0.07,0.02,9.7,,,,335,,,,23.4,,,,
point11,42.35894,-70.994751,2026-01-04T15:00,71,-7.9,-8.0,,0.0,0.0,0.07,0.02,9.7,,,,335,,,,23.4,,,,
point12,42.36264,-70.969498,2026-01-04T15:00,71,-7.9,-8.0,,0.0,0.0,0.07,0.02,9.7,,,,335,,,,23.4,,,,
point13,42.366726,-70.944405,2026-01-04T15:00,71,-7.9,-7.9,,0.0,0.0,0.07,0.02,9.7,,,,335,,,,23.4,,,,
point14,42.386929,-70.831284,2026-01-04T15:00,71,-7.9,-7.9,,0.0,0.0,0.07,0.02,9.7,,,,335,,,,23.4,,,,
point15,42.383717,-70.783379,2026-01-04T15:00,75,-6.1,-8.3,,0.0,0.0,0.07,0.0,21.8,,,,342,,,,32.4,,,,
point16,42.372482,-70.742531,2026-01-04T15:00,75,-6.1,-8.3,,0.0,0.0,0.07,0.0,21.8,,,,342,,,,32.4,,,,
point17,42.344604,-70.718872,2026-01-04T15:00,75,-6.1,-8.3,,0.0,0.0,0.07,0.0,21.8,,,,342,,,,32.4,,,,
point18,42.30867,-70.720306,2026-01-04T15:00,68,-7.2,-7.1,,0.0,0.0,0.07,0.02,13.3,,,,339,,,,30.6,,,,
point19,42.283356,-70.743904,2026-01-04T15:00,68,-7.2,-7.1,,0.0,0.0,0.07,0.02,13.3,,,,339,,,,30.6,,,,
point20,42.267708,-70.783318,2026-01-04T15:00,68,-7.2,-7.1,,0.0,0.0,0.07,0.02,13.3,,,,339,,,,30.6,,,,
point21,42.173309,-71.321182,2026-01-04T15:00,80,-6.6,-7.5,,0.0,0.0,0.07,0.02,6.4,,,,342,,,,15.8,,,,
point22,42.019363,-72.238541,2026-01-04T15:00,74,-8.6,-9.0,,0.0,0.0,0.0,0.05,7.8,,,,308,,,,19.4,,,,
point23,41.928391,-72.702789,2026-01-04T15:00,69,-8.3,-7.1,,0.0,0.0,0.0,0.06,3.5,,,,351,,,,10.4,,,,
point24,41.897003,-72.74897,2026-01-04T15:00,69,-8.3,-7.1,,0.0,0.0,0.0,0.06,3.6,,,,351,,,,11.5,,,,
point25,41.424316,-73.392105,2026-01-04T15:00,72,-7.8,-7.2,,0.0,0.0,0.0,0.03,4.4,,,,330,,,,12.6,,,,
point26,40.931122,-74.167297,2026-01-04T15:00,70,-7.2,-6.5,,0.0,0.0,0.0,0.04,7.2,,,,325,,,,18.0,,,,
point27,40.619854,-74.733498,2026-01-04T16:00,52,-8.9,-5.0,,0.0,0.0,0.0,0.02,11.1,,,,323,,,,25.9,,,,
point28,40.460411,-75.084564,2026-01-04T16:00,53,-9.0,-5.5,,0.0,0.0,0.0,0.01,12.7,,,,327,,,,29.5,,,,
point29,40.1548,-75.495544,2026-01-04T16:00,51,-8.6,-4.5,,0.0,0.0,0.0,0.01,12.5,,,,324,,,,28.1,,,,
point30,39.630898,-76.184753,2026-01-04T16:00,50,-8.3,-4.2,,0.0,0.0,0.0,0.0,14.3,,,,325,,,,31.7,,,,
point31,39.386127,-76.475159,2026-01-04T16:00,47,-8.3,-3.2,,0.0,0.0,0.0,0.0,12.9,,,,320,,,,29.9,,,,
point32,39.170311,-76.663452,2026-01-04T16:00,48,-7.7,-2.3,,0.0,0.0,0.0,0.0,9.4,,,,315,,,,23.8,,,,
point33,39.012726,-76.848473,2026-01-04T16:00,43,-8.7,-1.6,,0.0,0.0,0.0,0.0,7.6,,,,322,,,,20.2,,,,
point34,38.919441,-76.938782,2026-01-04T16:00,40,-9.4,-1.5,,0.0,0.0,0.0,0.0,7.8,,,,320,,,,21.2,,,,
point35,38.888214,-76.9412,2026-01-04T16:00,40,-9.4,-1.5,,0.0,0.0,0.0,0.0,7.8,,,,320,,,,21.2,,,,
point36,38.766037,-76.94323,2026-01-04T16:00,37,-10.2,-1.4,,0.0,0.0,0.0,0.0,8.0,,,,322,,,,20.9,,,,
point37,38.714676,-76.937737,2026-01-04T16:00,37,-10.6,-1.7,,0.0,0.0,0.0,0.0,8.1,,,,321,,,,21.2,,,,
point38,38.658886,-76.942566,2026-01-04T16:00,36,-10.7,-1.6,,0.0,0.0,0.0,0.0,7.5,,,,323,,,,19.8,,,,
point39,38.654373,-76.966736,2026-01-04T16:00,35,-10.7,-1.1,,0.0,0.0,0.0,0.0,7.7,,,,323,,,,20.5,,,,
point40,38.657864,-76.988892,2026-01-04T16:00,35,-10.8,-1.0,,0.0,0.0,0.0,0.0,6.7,,,,322,,,,18.4,,,,
point41,38.673367,-77.001221,2026-01-04T16:00,35,-10.7,-1.1,,0.0,0.0,0.0,0.0,7.7,,,,323,,,,20.5,,,,
point42,38.702042,-77.020874,2026-01-04T16:00,35,-10.7,-1.1,,0.0,0.0,0.0,0.0,7.7,,,,323,,,,20.5,,,,
point43,38.720058,-77.024841,2026-01-04T16:00,35,-10.7,-1.1,,0.0,0.0,0.0,0.0,7.7,,,,323,,,,20.5,,,,
point44,38.739143,-77.026245,2026-01-04T16:00,35,-10.7,-1.1,,0.0,0.0,0.0,0.0,7.7,,,,323,,,,20.5,,,,
point45,38.772583,-77.033508,2026-01-04T16:00,37,-10.2,-1.4,,0.0,0.0,0.0,0.0,8.0,,,,322,,,,20.9,,,,
point46,38.790909,-77.032532,2026-01-04T16:00,37,-10.2,-1.4,,0.0,0.0,0.0,0.0,8.0,,,,322,,,,20.9,,,,
point47,38.806503,-77.033203,2026-01-04T16:00,37,-10.2,-1.4,,0.0,0.0,0.0,0.0,8.0,,,,322,,,,20.9,,,,
point48,38.85059,-77.037727,2026-01-04T16:00,39,-9.7,-1.6,,0.0,0.0,0.0,0.0,9.5,,,,324,,,,24.5,,,,
point49,38.853882,-77.039398,2026-01-04T16:00,39,-9.7,-1.6,,0.0,0.0,0.0,0.0,9.5,,,,324,,,,24.5,,,,
point50,38.853416,-77.041962,2026-01-04T16:00,39,-9.7,-1.6,,0.0,0.0,0.0,0.0,9.5,,,,324,,,,24.5,,,,
